-0:10 | Nana☆: IKZ
59:50 | まもつ: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
59:50 | Rosemi's bottom teeth: DONT CRY
59:51 | Anastasia Clark: :elbowcough::elbowcough::elbowcough::elbowcough:
59:51 | めぎゅmegyu: :gem_stone::sparkles::gem_stone::sparkles::gem_stone::sparkles:
59:51 | Almanac: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
59:51 | cheeseflavourskittle: :purple_heart::blue_heart::purple_heart::blue_heart::purple_heart::blue_heart::purple_heart:
59:51 | 阿琇: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
59:51 | marshmallow kitty: :baguette_bread::baguette_bread::baguette_bread:
59:51 | Worthless Mistake: :clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands:
59:51 | Tugst: WOOOOOOO
59:52 | charlie: :baguette_bread::baguette_bread::baguette_bread::baguette_bread:
59:52 | blooming rose: :elbowcough::elbowcough::elbowcough:
59:52 | mitsuki: :elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::washhands::washhands::washhands:
59:52 | art bryan: JINZOU FAIYA FAIBA WAIPA TAIGA TAIGA TA TA TA TA TAIGA
59:52 | Thefangirl2002: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
59:52 | Minori: :baguette_bread::baguette_bread::baguette_bread:
59:52 | Elisa: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
59:52 | Ashley🧻🦁: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
59:52 | love lynn: :gem_stone::gem_stone::gem_stone:
59:52 | Maihime Ch. 天菜川米姫: :baguette_bread: :baguette_bread: 
59:52 | Felicia: :gem_stone::baguette_bread::gem_stone::baguette_bread:
59:52 | Rena 👹⚡: LETS GOOOOO :baguette_bread::baguette_bread::baguette_bread:
59:52 | ジェス (´･ω･`) Jess: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
59:53 | cindy: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
59:53 | jai: :elbowcough::elbowcough::elbowcough:
59:53 | Belynnda: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
59:53 | Ms. Erie : Jinzou Faiya Faibo Waipaa Taiga Taiga T-T-T-T-Taiga Chape Ape Kara Kina Chape Ape Kara Kina Myohhontusuke :clapping_hands:
59:53 | Hatsu: :virtualhug::virtualhug::virtualhug::virtualhug::virtualhug:
59:53 | PogAltro: :baguette_bread::baguette_bread::baguette_bread::baguette_bread:
59:54 | Zoë van der Hor: :baguette_bread::blue_heart::baguette_bread::purple_heart::baguette_bread:
59:54 | hemijilucky: JINZOU FIRE FAIBO WAIPAA
59:54 | 能田霖: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
59:54 | Kohaku: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
59:54 | VezkiD🧻🌨️: :purple_heart::blue_heart::purple_heart::blue_heart::purple_heart::blue_heart::purple_heart::blue_heart:
59:54 | shyflouf: IKZ!
59:54 | Sabishii: :baguette_bread::baguette_bread::baguette_bread:
59:54 | vinnnnn: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
59:54 | Chovek: JINZOU FAIYA FAIBO WAIPA TAIGA TAIGA TTTTAIGA (CHAPE APE KARA KINA 2x) MYOHONTUSUKE :clapping_hands: WAIPA FAIYA FAIYA TORA TORA KARA KINA CHAPE APE FAAMA AMA AMA JYASUPA TORA TAIGA TORA TAIGA JINZOU SENI IETTAIGA
59:54 | xxSweety._.Berryxx: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
59:54 | Janzu: :baguette_bread::baguette_bread::baguette_bread::baguette_bread:
59:55 | Rxse: :purple_heart::blue_heart::purple_heart::blue_heart:
59:55 | paula: :blue_heart::purple_heart::blue_heart::purple_heart:
59:55 | YF: JINZOU FIRE:elbowcough:
59:55 | jayys: :baguette_bread::baguette_bread::baguette_bread::baguette_bread:
59:55 | hamuハムちゃん: :baguette_bread::baguette_bread::baguette_bread:
59:55 | Lilly Hong: JINZOU FAIYA FAIBO WAIPA
59:55 | setsu: JINZOU FIRE FAIBO WAIPA
59:55 | reiraレイラ: :baguette_bread::baguette_bread::baguette_bread::baguette_bread:
59:55 | AISHI 🔶️🍃: JINZOU FAIYA!
59:55 | 蟹肉糰子: :elbowcough::elbowcough::elbowcough::elbowcough:
59:55 | Nagisa: :elbowcough::elbowcough::elbowcough:
59:55 | yukko: :baguette_bread::baguette_bread::baguette_bread:
59:55 | Bernice: JINZOU FAIYA FAIBO WAIPA TAIGA TAIGA TTTTTAIGA :baguette_bread::baguette_bread::baguette_bread:
59:55 | Densuke 🪄: HEEEY
59:55 | summer's animation: :clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::purple_heart::blue_heart::purple_heart::purple_heart::blue_heart::purple_heart::purple_heart::sparkling_heart::purple_heart::purple_heart::blue_heart::blue_heart::blue_heart::purple_heart::purple_heart::purple_heart::sparkling_heart::purple_heart::blue_heart::blue_heart::blue_heart:
59:56 | zyiiiviiiyz kkk: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
59:56 | 百舌贄: :baguette_bread::baguette_bread::baguette_bread:
59:56 | 🦋 l e x i 🦋: TAIGA
59:56 | Furies Cheng: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
59:56 | NadKari: JINZOU FAIYA WAIPAA
59:56 | ☾ 𝓒𝓾𝓽𝓲𝓮 𝓟𝓲𝓮 𝓭𝓸𝓮𝔃 𝓖𝓐𝓒𝓗𝓐 ☽: J I N Z O U
59:56 | nerurA: JINZOU FIRE FAIBO WAIPAA, TAIGA TAIGA TTTTAIGA
59:56 | 🧧ems🖤‼️: :baguette_bread::baguette_bread::baguette_bread::baguette_bread:
59:57 | Ruruo: ジンゾウたいがー！
59:57 | Marshall: JINZOU FAIYA FAIBO WAIPA
59:57 | MagnoKinetic Static: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
59:57 | Diana: :baguette_bread::blue_heart::purple_heart:
59:57 | 水夏 Suika: :face-red-heart-shape::face-red-heart-shape::face-red-heart-shape:
59:57 | Koe🔮🧻: :purple_heart::blue_heart::purple_heart::blue_heart::purple_heart::blue_heart:
59:57 | risaa421: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
59:57 | tabris: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
59:58 | char: :virtualhug::virtualhug::virtualhug::virtualhug::virtualhug:
59:58 | love lynn: :baguette_bread::baguette_bread::baguette_bread:
59:58 | Malenda: TAIGA:baguette_bread::baguette_bread::baguette_bread:
59:58 | itz_nøva: :baguette_bread::sparkles::baguette_bread::sparkles::baguette_bread::sparkles::baguette_bread::sparkles::baguette_bread::sparkles::baguette_bread::sparkles::baguette_bread::sparkles::baguette_bread::sparkles::baguette_bread::sparkles::baguette_bread::sparkles::baguette_bread::sparkles::baguette_bread::sparkles::baguette_bread::sparkles::baguette_bread::sparkles::baguette_bread::sparkles::baguette_bread::sparkles::baguette_bread::sparkles::baguette_bread::sparkles::purple_heart::purple_heart::purple_heart::purple_heart::purple_heart::purple_heart::purple_heart::purple_heart: ZALI GO WOOO
59:58 | shelly: :virtualhug::virtualhug::virtualhug::virtualhug::virtualhug::virtualhug::virtualhug::virtualhug::virtualhug::virtualhug::virtualhug:
59:58 | Iris Cheng: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
59:58 | mintybreeze: JINZOU FAIYA
59:58 | Zel Akushiro: JINZOU FAIYA:elbowcough::elbowcough::elbowcough:
59:58 | nao: WOOOO POP OFF ZALI
59:58 | Koreyoshi Eveland: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
59:58 | Akiryu Vel: :baguette_bread::baguette_bread::baguette_bread:
59:58 | Kuri: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
59:58 | Endy: :elbowcough::baguette_bread::elbowcough::baguette_bread::elbowcough::baguette_bread:
59:59 | 蟹肉糰子: :yougotthis::yougotthis::yougotthis:
59:59 | neomii: TAIGA TAIGA
59:59 | ovo01.23: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
59:59 | YJ.L: TAIGA TAIGA
59:59 | jvyvnr_: :purple_heart::blue_heart::purple_heart::blue_heart::purple_heart::blue_heart::purple_heart::blue_heart:
59:59 | Sarah: :elbowcough::elbowcough::elbowcough::elbowcough::elbowcough:
59:59 | 百舌贄: :elbowcough::elbowcough::elbowcough::elbowcough:
59:59 | Pei ちゃん: :baguette_bread::baguette_bread::baguette_bread:
59:59 | Rakujin: :baguette_bread::baguette_bread::baguette_bread::baguette_bread:
59:59 | Zoe hui zhi: :face-blue-smiling::face-blue-smiling:
59:59 | Maya: :purple_heart::blue_heart::purple_heart::blue_heart:
1:00:00 | Ray :]: TSKRRRR
1:00:00 | wanwan: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
1:00:00 | Anna: タイガー！
1:00:00 | Hanako: taiga taiga
1:00:00 | Tsuki: :green_heart::blue_heart::yellow_heart:
1:00:00 | chiiiiz: :elbowcough::baguette_bread::elbowcough::baguette_bread:
1:00:00 | kazuriae: TSKRRRR
1:00:00 | Ximena López: IKZZZZ
1:00:00 | huuuma😈: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
1:00:00 | Cinnamon: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
1:00:00 | Akiii: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
1:00:00 | xxSweety._.Berryxx: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
1:00:00 | 遙haru: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
1:00:00 | Zelera Winters: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
1:00:01 | J: :baguette_bread::baguette_bread::baguette_bread:
1:00:01 | Arkosios: :blue_heart::purple_heart::gem_stone::blue_heart::purple_heart::gem_stone::blue_heart::purple_heart::gem_stone::blue_heart::purple_heart::gem_stone::purple_heart::purple_heart::gem_stone:
1:00:01 | ひとみHitomi: JINZO FAIYA FAIBO WAIPAAA
1:00:01 | Avileshka (アビー): :elbowcough::elbowcough::elbowcough:
1:00:01 | Yam -ヤム: :baguette_bread::baguette_bread::baguette_bread:
1:00:01 | VezkiD🧻🌨️: :purple_heart::blue_heart::purple_heart::blue_heart::purple_heart::blue_heart::purple_heart::blue_heart:
1:00:01 | Aya: lamooo
1:00:01 | Cinna Locks: :fire::fire::fire::fire:
1:00:01 | Meow Frost: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
1:00:01 | catpaws🐾 猫の足: TAIGA
1:00:01 | nerurA: :baguette_bread::baguette_bread::baguette_bread:
1:00:02 | 緋桜hiou: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
1:00:02 | minnnie🍌: :elbowcough::elbowcough::elbowcough:
1:00:02 | ~ Soda ~: :baguette_bread::baguette_bread::baguette_bread:
1:00:02 | もえそちゃん(moeso-chan): :blue_heart::purple_heart::blue_heart::purple_heart:
1:00:02 | Soruu: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
1:00:02 | ☆ Neku ☆: :purple_heart::blue_heart::purple_heart::blue_heart::purple_heart::blue_heart::purple_heart::blue_heart::purple_heart:
1:00:02 | MatchaMochi: :gem_stone::purple_heart::gem_stone::purple_heart::gem_stone:
1:00:02 | 루화 Ruhwa: :baguette_bread::baguette_bread::baguette_bread:
1:00:02 | 白鴉まひな hakua mahina: じんぞうふぁいあふぁいぼわいぱー！
1:00:02 | lurkerlily: :virtualhug::virtualhug::virtualhug:
1:00:02 | 紫魚: jinzou fiya fibo waipa！:fire::fire::fire:
1:00:02 | xxSweety._.Berryxx: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
1:00:02 | yzabel ♡: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
1:00:02 | hinorinnn: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
1:00:03 | Arsen: :baguette_bread::baguette_bread::baguette_bread:
1:00:03 | berrie: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
1:00:03 | Toru: :elbowcough::elbowcough::elbowcough:
1:00:03 | Kalita T: YYYYAAAAAY
1:00:03 | Blur Welkin: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
1:00:03 | barofsoap: WAIPAAAAAAA
1:00:03 | Axcesm Sakusa: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
1:00:03 | eden: :fire::fire::fire:
1:00:03 | Lisa: tiga
1:00:03 | Csill: :elbowcough::elbowcough::elbowcough::elbowcough::elbowcough:
1:00:03 | Rxse: WOOOOOOO:purple_heart::blue_heart:
1:00:04 | Lili: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
1:00:04 | Kri: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
1:00:04 | Ethereal: TAIGA TAIGA
1:00:04 | Qorinthia: LEZGOOOO
1:00:04 | Duckii: :baguette_bread::purple_heart::baguette_bread::purple_heart::baguette_bread::purple_heart::baguette_bread::purple_heart::baguette_bread:
1:00:04 | Nole__ノル: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
1:00:04 | MEILXN: WAIPPAAA
1:00:04 | 柊爾Queenya: TAIGA TAIGA TAIGA
1:00:04 | F rog (f): :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
1:00:04 | きゅー: :baguette_bread::baguette_bread::baguette_bread:
1:00:04 | Angela: :elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough:
1:00:04 | Akiii: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
1:00:04 | Clownahh: Taigaaaaa
1:00:04 | XI: WOOOOOO
1:00:04 | Ga-Hyun: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
1:00:05 | あまみ /Amami: :baguette_bread::baguette_bread:タイガー！
1:00:05 | Zenthia T: YEAAAAAA!!
1:00:05 | 橘 青葉-Aoba: JINZOU FAIYA！！！
1:00:05 | 夏五郎[Natsugoro]: ワイパー！
1:00:05 | Ms. Erie : Waipaa!Faiya FaiyaTora Tora Kara KinaChape Ape Famaa Ama Ama JyasupaTora Taiga, Dare Taiga!Jinzou Seni Iyaa Taiga
1:00:05 | Who: Let's goo
1:00:05 | (Verified, Moderator) Nina Kosaka【NIJISANJI EN】: LETS GO
1:00:05 | Yun: TAIGA
1:00:05 | Thea🌻: TAIGA TAIGA
1:00:05 | mitsuki: :elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough:
1:00:05 | tabris: WAIPA
1:00:05 | VSF da: :baguette_bread::baguette_bread::baguette_bread:
1:00:05 | Clementine: ワイパー:clapping_hands:
1:00:05 | huuuma😈: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
1:00:05 | 令羽🖋🐑Ling: wooo
1:00:06 | のの: タイガー!
1:00:06 | corri: TAIGA
1:00:06 | icarus: :elbowcough::elbowcough::elbowcough:
1:00:06 | Ethereal: WOOOOOOOO
1:00:06 | ちわまる: :blue_heart::purple_heart::blue_heart::purple_heart::blue_heart::purple_heart:
1:00:06 | pine🌻: :baguette_bread::baguette_bread::baguette_bread::baguette_bread:
1:00:06 | Pinkerton: :fire::tiger::fire:
1:00:06 | Kristinaaaa: :baguette_bread::baguette_bread::baguette_bread::baguette_bread:
1:00:06 | saffrina ainaa: WAIPA
1:00:06 | みしま Mishima: たいがたいが！
1:00:06 | みゃ〜: タイガー！
1:00:07 | [USMCc]*Anthem🔗🔮: taiga:baguette_bread::baguette_bread::baguette_bread:
1:00:07 | Chronos ʚĭɞ⚡: :fire::fire::fire:
1:00:07 | Chiang🦁💛: Sheeeeesh
1:00:07 | kitri: ワイパー！！！
1:00:07 | AISHI 🔶️🍃: WAIPA
1:00:07 | anno no: :elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough:
1:00:07 | NadKari: TAIGA TAIGA
1:00:07 | Wanning💜: :baguette_bread::baguette_bread::baguette_bread::baguette_bread:
1:00:07 | 阿舒: :elbowcough::elbowcough::elbowcough::elbowcough::elbowcough:
1:00:07 | Kiwi!!🥝: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
1:00:08 | Maki Bo: :baguette_bread::baguette_bread::baguette_bread:
1:00:08 | jai: WOOOOOO:baguette_bread::baguette_bread::baguette_bread::baguette_bread:
1:00:09 | Rain_Seika: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
1:00:09 | Delya Sous: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
1:00:09 | orange cat🦊🧻: WAIPA
1:00:09 | cloudrabbit: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
1:00:09 | meiei: TAIGA TAIGA TAIGAAAA
1:00:09 | (Verified, Moderator) Scarle Yonaguni 【NIJISANJI EN】: :elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough:
1:00:09 | kya: :baguette_bread::gem_stone::baguette_bread::gem_stone::baguette_bread:
1:00:09 | Mai Lê Phương: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
1:00:09 | — tony!: :baguette_bread::baguette_bread::baguette_bread::baguette_bread:
1:00:09 | Ruruo: :elbowcough::elbowcough::elbowcough:
1:00:09 | zyiiiviiiyz kkk: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
1:00:09 | Estrella Eira: :baguette_bread::blue_heart::baguette_bread::purple_heart::baguette_bread::blue_heart::baguette_bread::purple_heart::baguette_bread:
1:00:09 | Fa_hatia: :gem_stone::gem_stone::gem_stone:
1:00:10 | Clownahh: Waipaaa
1:00:10 | iluna blue: :baguette_bread::baguette_bread::baguette_bread:
1:00:10 | Marshall: :elbowcough::baguette_bread::elbowcough::baguette_bread:
1:00:10 | ☆Shinero☆: TAIGA TAIGA TATATATATATAIGA
1:00:10 | hinorinnn: IKZZ
1:00:10 | Soruu: :elbowcough::elbowcough::elbowcough::elbowcough:
1:00:10 | Lulu's Flametastic: :collision::collision::collision::collision::collision:
1:00:10 | loteon_Lenafi: wooooooooo
1:00:10 | agnes lim🦊: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
1:00:10 | 肥肥安-vivien-ひひあん: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
1:00:10 | sena babugurl: WAIPAAAA
1:00:10 | 리건 Regan: :elbowcough::elbowcough::elbowcough::elbowcough::elbowcough:
1:00:10 | 501Kamonchanok Thongsri: :baguette_bread::glowing_star::baguette_bread::glowing_star::baguette_bread::glowing_star::baguette_bread::glowing_star::baguette_bread::glowing_star::baguette_bread::glowing_star::baguette_bread::glowing_star::baguette_bread::glowing_star:
1:00:11 | サクれお (Sakuleo): ワイパー！
1:00:11 | VezkiD🧻🌨️: YAYAYAAAY
1:00:11 | glitter: TAIGA TAIGA
1:00:11 | Kiro: TAIGA
1:00:11 | Ximena López: LMAO IKZZZZ
1:00:11 | eden: :fire::fire::fire:
1:00:11 | Denise: :elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough:
1:00:11 | Mono: :baguette_bread::baguette_bread::baguette_bread:
1:00:11 | 小草莓牛奶糖: :blue_heart::purple_heart::blue_heart::purple_heart::blue_heart::purple_heart::blue_heart:
1:00:11 | 0Kojichan: :fire::fire::fire::fire::fire:
1:00:11 | Miyo: Sheeeeh
1:00:11 | Akiちゃん🌸: :baguette_bread::baguette_bread::baguette_bread:
1:00:12 | Jiamin: TAIGA!!
1:00:12 | ReiWasToasted♦️🧻: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
1:00:12 | °Eggie°: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
1:00:12 | Thea Alipat: :baguette_bread::baguette_bread::baguette_bread::baguette_bread:
1:00:12 | Cheenichiii: WAIPAAA
1:00:12 | NicoNiconii ニコ: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
1:00:12 | Mai Lê Phương: :elbowcough::elbowcough::elbowcough::elbowcough::elbowcough:
1:00:12 | Lavender: :baguette_bread::baguette_bread::baguette_bread:
1:00:12 | 紫魚: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
1:00:13 | Laziirabit: ikzz
1:00:13 | ジーナ: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
1:00:14 | rayosmemokamikaze: SO CUTE
1:00:14 | Atikah N. H: LESS GOOOO
1:00:14 | Melody: Tiga tiga
1:00:14 | Elisa: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
1:00:14 | Ericha: TAIGA TAIGA
1:00:14 | Celine: :elbowcough::elbowcough::elbowcough::elbowcough:
1:00:14 | Zel Akushiro: :baguette_bread::purple_heart::baguette_bread::blue_heart::baguette_bread:
1:00:14 | れいら[Layla]: イェッタイガー！
1:00:14 | 亦星: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
1:00:14 | yuixyy: :baguette_bread::baguette_bread::baguette_bread::baguette_bread:
1:00:15 | Monhil: TAIGAAAA
1:00:15 | 堇Sumire: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
1:00:15 | oofed🤡🤡: YESSSS
1:00:15 | SadNai 🔮 🧻: WOOOOO
1:00:15 | Harper_ruby: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
1:00:15 | 星降る夜: LETS GPPPP
1:00:15 | love lynn: :fire::fire::fire::fire::fire:
1:00:15 | yuze_: :baguette_bread::baguette_bread::baguette_bread::baguette_bread:
1:00:15 | cho: :baguette_bread::baguette_bread::baguette_bread::baguette_bread:
1:00:15 | Sukaretto - I BAA in Peace: :baguette_bread::baguette_bread::baguette_bread::baguette_bread:
1:00:15 | km s: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
1:00:15 | Narinthorn Navabutr: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
1:00:15 | にじいろのすみ: :baguette_bread::baguette_bread::baguette_bread:
1:00:15 | Cartoon: VIPA !
1:00:15 | MagnoKinetic Static: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
1:00:15 | Avileshka (アビー): :elbowcough:FAIYA FAIYA:elbowcough:
1:00:15 | Saress: fira！
1:00:15 | 水月-Mizuki-: :fire::fire::fire:
1:00:15 | 庭: :elbowcough::elbowcough::elbowcough::elbowcough:
1:00:16 | summer's animation: :croissant::croissant::croissant::croissant::croissant::croissant::croissant::croissant::croissant::croissant::croissant::croissant::croissant:
1:00:16 | Potato chiii: :baguette_bread::baguette_bread::baguette_bread::baguette_bread:
1:00:16 | Tsukuro: :baguette_bread::baguette_bread::baguette_bread::baguette_bread:
1:00:16 | Anastasia Clark: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
1:00:16 | 던Dawn: :elbowcough::elbowcough:
1:00:16 | blue ブルー: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
1:00:16 | Mitch　( ꈍᴗꈍ): TORA TAIGAAAAA
1:00:16 | TylerTA: tigaaaaaa
1:00:16 | Luvienne: TAIGA TAIGA
1:00:16 | Eukeria Prinz: :baguette_bread::baguette_bread::baguette_bread::baguette_bread:
1:00:16 | ʚ sookuma!! ɞ: IKZZZZZZ
1:00:16 | nao: WOOOOOOO POP OFF
1:00:16 | chizu: タイガー！！
1:00:16 | Samandra: :elbowcough::elbowcough::elbowcough::elbowcough:
1:00:16 | Ayakashi kun: taigaaaaa
1:00:16 | Chai: :baguette_bread::baguette_bread::baguette_bread:
1:00:16 | Kri: TAIGAA
1:00:16 | Akatsuki:  :elbowcough::elbowcough::elbowcough:
1:00:17 | Qorinthia: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
1:00:17 | Xīngyún: YEAHHHHHHH
1:00:17 | kuri 🌸: LETS GOOOOOO
1:00:17 | Sinann ☽☾: WAIPAAA
1:00:17 | Pei ちゃん: :baguette_bread::baguette_bread::baguette_bread:
1:00:17 | Meru: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
1:00:17 | 佐樂Zuola: LETS GOOOO
1:00:17 | Maoi: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
1:00:17 | Malenda: :baguette_bread::baguette_bread::baguette_bread:
1:00:17 | Cheshire: WOOOOOOOO
1:00:17 | Avi: LEETSSSS GOOOOOOOO
1:00:17 | hamuハムちゃん: :house::tiger:
1:00:17 | guertena: :baguette_bread::baguette_bread::baguette_bread:
1:00:17 | shyflouf: OMG YOU DID IT!!!
1:00:17 | Rain_Seika: :baguette_bread::baguette_bread::baguette_bread::baguette_bread:
1:00:17 | mintybreeze: :baguette_bread::baguette_bread::baguette_bread::baguette_bread:
1:00:17 | Yam -ヤム: :baguette_bread::baguette_bread::blue_heart:
1:00:17 | ft. Pappi: :fire::fire::fire::fire::fire:
1:00:17 | WiktoriaR: Wooooo:baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
1:00:17 | kathy: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
1:00:17 | Himiko Toga: TAIGA TAIGASAA
1:00:18 | clearbubble: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
