-0:32 | こなぐすり: やしきずの悲鳴が聴こえる……(幻聴)
1:32:35 | シフ: ローストのだから大丈夫かも
1:32:35 | 味付けタマゴ: 鍋回った
1:32:35 | (Member (1 month)) chinomisa: ありがとうやしきず先生
1:32:35 | circus: 見てて泣きそう
1:32:35 | JUNICHI DISCO: ちょっと試してみるかよ
1:32:35 | KOOMAコーマ: トレー大丈夫！？
1:32:36 | 氷ノ山えな: 鍋クルクルで草
1:32:36 | くじょう: 回っておる
1:32:36 | Tanred: 鍋くるくるで草
1:32:36 | カラフルドーナツ: 鶏肉のトレー？
1:32:36 | ホウライシ: 良かった…ホッとして体から力抜けた
1:32:37 | haya: オイオイオイ
1:32:37 | Aki End: MVPペペロンチーノ
1:32:37 | ラスカル: 今皿おかしかったなぁww
1:32:37 | 小林壯太朗: 生肉トレーはヤバい
1:32:37 | Jun: にんにくとごま油？
1:32:37 | FIAfia: 鍋が回る
1:32:38 | ムラ: やしきずがロボットみたいになっちゃった…
1:32:38 | Bob: まわってるｗ
1:32:38 | 聖: やしきずトレーに気づいてｗｗ
1:32:38 | まるまるてぃ: 食べ方イタリアンで草
1:32:38 | F.P. BadGer: 鍋回してるw
1:32:38 | りあ: 回ってるw
1:32:38 | ナタ: 待て待て待て待て
1:32:38 | 麦チョコ: 白菜をパスタみたいに巻く
1:32:39 | マッキー: パスタちゃうねん
1:32:39 | ぼっちエンジョイ勢: 回ってるw
1:32:39 | seiichirou: 鶏と野菜のにんにく風炒め
1:32:40 | Quarry: トレーやばい
1:32:40 | AB CD: 味付けで何とかなるんだなあ
1:32:40 | (New member) ルナール: 持っててよかったペペロンチーノ
1:32:40 | ばどえあー: めっちゃしいたけ置いとるがな
1:32:40 | 2sweet Alpha: トレー逆さまに使ってるからセーフか・・・？
1:32:40 | 37.0℃: まって、トレーに置いてる
1:32:40 | ポ: 鍋まわすの草
1:32:40 | Puni丸: 鶏肉のトレイだぞw
1:32:40 | GNPランティカ: せめて味噌があれば完璧だったな
1:32:40 | orga 000: 生肉トレー？
1:32:41 | ねぎとろ#: やしろたすけてー
1:32:41 | NOISE: ローストビーフのパックだよきっと…
1:32:41 | ノーレイ: 回ってて草
1:32:42 | 虹海-ななみ-: 回ってるのジワる
1:32:42 | ちゃんばや: 生肉トレーすな
1:32:42 | むだいさん: まってまってのせてるのせてる
1:32:42 | セルフ燻製焼き: 中華一番かな？
1:32:42 | (Member (2 months)) Mani Puleta: ゴマ油が強いかもね
1:32:43 | まぐ: 回りよる
1:32:43 | ヤマカワムラタ: 生肉のトレーじゃないだろうなそれ
1:32:43 | K K: ぐるぐるまわーる
1:32:43 | ﾘﾝｺﾞｯﾃｵｲｼｲﾖﾈ: 鶏肉の皿………
1:32:43 | ぽたもも: トレーに乗ってる！！！
1:32:43 | しゃん: 鶏肉のトレーでは？
1:32:43 | C B: 今度逆に監督の本物の回鍋肉食べさせてもらうコラボしよう
1:32:44 | かぼす: ペペロンチーノのにんにくあってよかったなぁ
1:32:44 | ハツハツ: マジで生肉トレーか？？？
1:32:44 | あおぴ: パスタみてーな食い方
1:32:44 | ヒロヒロちゃん: 流石監督
1:32:44 | アルスサ: 回ってるので回鍋肉です
1:32:44 | Lee: まじでトレー変えてくれ…
1:32:45 | しゅノめ: そのトレーに置くのはまずくない？
1:32:45 | ナスカ: ごま油ファインプレーね
1:32:45 | シントク: ひぇ
1:32:45 | ガランド17: 最終的にちゃんとできるんだよな
1:32:45 | カミツレ: やしきずトレイに気づいて！！
1:32:45 | yozora: そのトレーホントに大丈夫？
1:32:45 | ククイ.: 生肉トレーまじ？
1:32:45 | シフォン主義の豚: 生肉トレーじゃないのだけ確認してくれ頼む
1:32:45 | BlueSphere: トレーやばw
1:32:45 | ミハ: 違うトレーだと思いたい
1:32:46 | 朋来@ほーらい: やっぱ一家に一台社築だわ
1:32:46 | 悠梨: やしきず気付いてくれそれたぶん鶏のトレーだぞ
1:32:46 | zen: 椎茸が地味に風味出てそう
1:32:46 | にがいの: 待て待て待て待てそのトレーは
1:32:46 | 結城: あ！そのトレーに乗せるのは駄目
1:32:47 | つべこべ: そのトレーどのやつ？
1:32:47 | あきたこまち: トレーやばいって
1:32:47 | マンハッタンP: やっぱ皿にしてるじゃねぇか！
1:32:47 | ーuー.: 置いてるぅ！！！
1:32:48 | てん: ローストビーフのトレーだよ多分
1:32:48 | Rio Rio: 肉のトレイだめじゃね？
1:32:48 | * Jitsuishi: トレー？！！？
1:32:48 | メカニック千手観音: トレーに気付いてくれ
1:32:48 | S.S.: のせてね？
1:32:48 | あおむし:: そのトレー何入ってたやつ！？
1:32:48 | Taison: そのトレーはやばいｗｗｗ
1:32:48 | CG echo: あとごま油がいい
1:32:48 | オオサンショウウオ: 鶏肉のトレーじゃないよね？？
1:32:48 | おくラッコ: そのトレーに置くなああああ
1:32:49 | moimoi: トレーやばい！やばい！やしきず！やばい！
1:32:49 | 白依しろ: そのトレー大丈夫？
1:32:49 | (Member (1 month)) ソラ: このトレーあん肝のですかね…？
1:32:49 | 時蕎麦: きのこはだめだったか
1:32:49 | naoya: トレイがやばいのでは…
1:32:49 | みーたろ: にんにくとごま油かな
1:32:49 | こなぐすり: 素晴らしい:clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands:
1:32:50 | さた: シイタケのパックさらにしてる？ｗ
1:32:50 | ジャグジー0: 中華鍋もよう回っとる
1:32:50 | やなゆはわ: 鶏肉のトレー？
1:32:50 | Kom Yam: そういえば トムヤムクンは？ｗ
1:32:50 | Chu Shushu: 肉のパックじゃんヤバくね？
1:32:50 | グリム: しいたけ
1:32:51 | おきな: 生肉トレーはやばいって
1:32:51 | Celestite: トレーやめろ
1:32:51 | スノウ: パックきたないからつけないようにね
1:32:51 | デオキシリボ核酸: 肉のトレーはまずい
1:32:51 | いろみず: 今トレーにキノコあったか？？
1:32:52 | こい: トレー大丈夫かそれｗ
1:32:52 | furke: 生肉トレー腹壊すぞ
1:32:52 | Y S: 鶏肉トレーつかってないか？？？？？？
1:32:52 | Onちゃん: まわして食べるの草
1:32:52 | a kizaki: すごいよ、見栄えもマシだからな
1:32:53 | せりは: あとローストビーフのソースもいいコク出してると思うわ
1:32:53 | ジン太: トレーヤバくない？
1:32:53 | うも: 生肉トレー変えてくれ…
1:32:53 | 熊工廠: まずいまずいｗｗｗｗ
1:32:53 | ワチひろみ: トレーにはつかないといいが・・・
1:32:53 | はつね: ローストビーフのトレーなら大丈夫か
1:32:53 | たぬきそば: トレー止めてくれ頼む
1:32:54 | 朝猫黒猫: まわってる、まわってるぅー！
1:32:54 | 猫B: とりあえず生肉パックはやめてもろて
1:32:54 | ゆずの: トレー大丈夫？
1:32:55 | くまさんの怒り: 生肉トレー指摘してあげてくれ
1:32:55 | (New member) ラビちゃん: 生肉トレー！？
1:32:55 | ゆしゃけ: 皿は何を…？
1:32:55 | み: ローストビーフのトレーならいいが
1:32:55 | あぶりかぶり: やしきずそのトレイを止めないと全部台無しだぞ
1:32:55 | RI TA: 生肉トレーヤバい！洗ってる？
1:32:55 | やまてん: 文字通り誤魔化せるからね
1:32:55 | 西: トレーまずい
1:32:55 | さくら貝: 皿にしてるの大丈夫か？
1:32:55 | 魚ミル: やしきず気づいて聞いてくれ
1:32:55 | KOOMAコーマ: トレー気づいてくれ！！
1:32:55 | ぴまり: 鶏肉のとれー？
1:32:56 | 聖: 生肉トレーあかんて
1:32:56 | くまごろう: トレー大丈夫なやつ？
1:32:56 | むきち〜: トレー変えろ
1:32:56 | このはずく: せねてローストビーフのトレーであってくれ
1:32:56 | (Member (1 month)) ちゃこぺん: 鶏肉のトレーじゃねえか！！！！！！！！
1:32:56 | かかし: 乗せてる...
1:32:56 | むだいさん: やしろん頼む教えてあげてくれ
1:32:57 | サヤ: 生肉トレー、マ？
1:32:57 | Le o: 生肉トレー？
1:32:57 | 雀: ねぇトレーが
1:32:57 | インヘリットグレース: ローストビーフのトレーだよね。。。？
1:32:57 | NA NA: そのトレーやばい奴だっけ！
1:32:57 | ニワシキ: 俺も食いてえなあ
1:32:57 | 酔月夜: 待って待って待ってトレー！！！！！！
1:32:57 | 瀬戸内海: お前やしきずがどんだけ食中毒に気をつけてたのに...
1:32:58 | ななし: いらないです
1:32:58 | ラー油有綱: くるくるすなぁ！！！！:face_screaming_in_fear:
1:32:58 | テイラ: おい生鶏入ってたトレーか？
1:32:58 | こらふ: 遠慮しておきます
1:32:58 | Shiha: いや...
1:32:58 | 柏戸ちまき: せめてローストビーフのトレーにしよう
1:32:58 | みぃ Miie: さすが社さんﾀﾞｧ…
1:32:58 | NT高松: いらないです
1:32:58 | ウクレ: 正直うまそう
1:32:58 | すなぎもん: 置いちゃダメー！！
1:32:58 | ヒビ: やしきずー
1:32:59 | 夕方: やしきずトレイに気づいて…
1:32:59 | Aina: 鶏肉のトレーはやばい
1:32:59 | しお: よかったねぇ
1:33:00 | りむる: トレーに置いてるねぇ...
1:33:00 | カラフルドーナツ: トレー大丈夫？
1:33:00 | (Member (2 months)) チャリ: アーホント
1:33:00 | kentya p: やめてね
1:33:00 | すまとら: 肉トレーマジ？
1:33:00 | ズ・ザインダ: あ、大丈夫です
1:33:01 | デマしん: 生肉のトレーは死ぬぞバカ
1:33:01 | なる猫: よかったねー
1:33:02 | 岩瀬: そのトレーアウトですよ！！！
1:33:02 | taku: いやいいです
1:33:02 | テツP: 生肉トレーやばくない？
1:33:02 | ri su: まじでトレーやば・・・
1:33:03 | Cosmo Nova: あ
1:33:03 | ふくたま: トレーが見えたｗ
1:33:03 | こい: は？
1:33:03 | ぺんりか: それはちょっと
1:33:03 | おせんべい: 全てを無に帰す生肉トレー
1:33:03 | アサイン: あっ、いいです…
1:33:03 | 田中雪: 俺まだ死にたくないし
1:33:03 | kazy re: トレーやめろおおおおお
1:33:03 | さくほろバタークッキー: 鶏肉のトレーに具材乗せてる…？
1:33:03 | ちゃま: いいえ私は遠慮しておきます
1:33:04 | なめこ: トレーあかんってｗ
1:33:04 | イデックス’: そのトレイは…
1:33:04 | その辺のしゃちく: うん
1:33:04 | いまじしゃん: いえ、私は遠慮しておきます
1:33:04 | KotaRoo: あ
1:33:04 | 宵闇: ｗｗｗｗｗｗｗ
1:33:04 | 夕: うそだろ..........
1:33:04 | ナンバー: 遠慮します
1:33:04 | ネンカ: 遠慮しときます
1:33:05 | レモン煮: え
1:33:05 | (Member (6 months)) celine lin: :_gorilla:
1:33:05 | わっきー: 遠慮しときます
1:33:05 | めちゃん mechan: は？
1:33:05 | ぞひ(jonias): ローストビーフのパックだと思おう
1:33:05 | (Member (2 months)) 犬笛にむせび泣く男スナハラーマッ: シイタケ生肉トレーか
1:33:05 | (Member (6 months)) 人野: あ
1:33:05 | aya: 大丈夫です
1:33:05 | レバ刺し: ！？
1:33:05 | いおなずん!!: 受け取りたくなさそうで草
1:33:05 | すず: え
1:33:05 | (New member) * KiO: ペペロンチーノの素が良い感じにコンソメ的なのも入ってて良さそう
1:33:05 | 現: え
1:33:05 | あん九ろ: あかん
1:33:06 | ものさし: ！？
1:33:06 | ミハ: あーーーーーーーーー
1:33:06 | くーにょむ: うぇ
1:33:06 | きのみ: あ
1:33:06 | ななし: 何のトレーかだけ教えて欲しい
1:33:06 | N W: あっ
1:33:06 | ユウスケ: あっ
1:33:06 | 働け蟻: 生肉トレーやめなさい:double_exclamation_mark:
1:33:06 | Ksenia: Have a nice meal Koto:virtualhug:
1:33:06 | ナタ: やめろ！！！！
1:33:06 | nickel: いらないです
1:33:06 | Aki End: あぶな
1:33:06 | みーーこ: 生肉のトレー皿にしたらやばい！！！
1:33:07 | ba mi: :warning:鶏肉のトレー
1:33:07 | ぞうりえ: あ
1:33:07 | JUNICHI DISCO: 怖い怖い
1:33:07 | 源光政: あっ
1:33:07 | み: は？
1:33:07 | kaz 0427: ｗｗｗｗｗ
1:33:07 | びたみん: ええええ
1:33:07 | サヤ: アカン
1:33:07 | TAI SYO: あっ
1:33:07 | 熊野独言: あっ
1:33:07 | (Member (2 months)) ハントヴィクター: いえ、おことわりします
1:33:07 | そとのみち: ！？
1:33:07 | かとさん: まって、トレー！
1:33:07 | a04a905e: え？？？
1:33:07 | さはら: 結構です
1:33:07 | take copter: あ
1:33:07 | A4AC: （いらない･･･）
1:33:07 | やすいち: お気持ちだけで
1:33:07 | seiichirou: おい！
1:33:07 | 魚ミル: ああああ
1:33:07 | ジジ猫: あ、結構です
1:33:07 | k I: あ・・・
1:33:07 | とんちき: え
1:33:08 | あきなアキナ: だめやん
1:33:08 | らいライ: やっばｗ
1:33:08 | godflower: ひええ
1:33:08 | 魂鬼[たまき]: はああああああ？？？？？？
1:33:08 | 板かまぼこ: あっ
1:33:08 | ひやかけうどん: そのトレーで食べるな
1:33:08 | aisu: ええええええええええええ
1:33:08 | Puni丸: やっぱりw
1:33:08 | 漆黒keter:収容違反中: おいｗｗｗ
1:33:08 | 2sweet Alpha: 死ぬ死ぬ
1:33:08 | ﾘﾝｺﾞｯﾃｵｲｼｲﾖﾈ: あ
1:33:08 | 彩: 終わった
1:33:08 | 瀬戸内海: 大馬鹿野郎！
1:33:08 | CMYKこむゆき: 生肉のトレーに置いて食べちゃだめだよ
1:33:08 | NA NA: アウトーーーー！！！
1:33:08 | ナスカ: アカーン！
1:33:08 | しぐれ煮: アカン
1:33:08 | のず: ？！？！
1:33:08 | ハツハツ: 死にたくない
1:33:08 | おりじんみ: まずい
1:33:09 | Monet: おいいいいいいいいいいいいいいいい
1:33:09 | しゅノめ: あっ
1:33:09 | 7時間目のNG: あのトレーローストビーフのだったらいいんだけど
1:33:09 | いちごパフェ: 草
1:33:09 | kero: おい！
1:33:09 | やた福: あっ
1:33:09 | もしや炒め: あっ...
1:33:09 | トレノ: あ
1:33:10 | Lexis: アウト！！
1:33:10 | bookmarks.: www
1:33:10 | Lotem: ！？
1:33:10 | name nick: え？？
1:33:10 | 浅見とっきー: そりゃよかったねー（棒）
1:33:10 | (Member (6 months)) DoJ: :_laugh::_laugh::_laugh:
1:33:10 | エンペラードッグタイム: それはいいや
1:33:10 | (Member (1 month)) ヴエロエルコ: え？
1:33:11 | hqr: おっと
1:33:11 | あーたん: マジでアウトです
1:33:11 | 真白・桜きょう: ほんとにねｗ
1:33:11 | ぺんりか: うわあああああああああ
1:33:11 | 夜鷹: やばい！！！！！
1:33:11 | 山田太郎: 草
1:33:11 | ポムポムペイン: おいいいいいいいいいいいい
1:33:11 | ああ: トレーヤバい
1:33:11 | Linone: え？
1:33:11 | KK【ケーケー】: うっそだろｗ
1:33:11 | ウサミィ: えっ
1:33:11 | たべのこし: あっ
1:33:11 | ニサ: 何も分かってねえ…
1:33:12 | おにぎり: うわあああああ
1:33:12 | Celestite: あああああああああああああ
1:33:12 | (Member (2 months)) 芋猫: :_laugh::_laugh:
1:33:12 | 時蕎麦: やゔぇえってw
1:33:12 | きょうぼう: カンカンカンカン
1:33:12 | 砂糖: ばか！！！！！！！！！
1:33:12 | TAT: えぐｗ
1:33:12 | べれしゅ: あーーーーー
1:33:12 | ウクレ: それはあかん
1:33:12 | おきな: ああああああああ
1:33:12 | ﾓﾆｮﾓﾆｮのウツボ: あっ…
1:33:12 | ダイツン: あ、自分は良いです…
1:33:12 | いつまで: 怒
1:33:13 | つべこべ: まさかの伏兵ｗ
1:33:13 | りあ: やっば
1:33:13 | アア: やったわこれ
1:33:13 | クロ助: うわああああ
1:33:13 | ヤタオー: 添えてるだけｗ
1:33:13 | 橘 都奈[ﾀﾁﾊﾞﾅ ﾐﾔﾅ]: 鶏肉の！？
1:33:13 | 熊工廠: は？
1:33:13 | 唐揚げ食べたい: ！？！？
1:33:13 | 木林森: ？？？
1:33:13 | (New member) DAI 1024: 嘘でしょ
1:33:13 | るぅ: やばいね
1:33:14 | シムシム: この材料でやしきずに作ってもらおうぜｗ
1:33:14 | ハチ公閣下: あ
1:33:14 | ジョジョ: ?
1:33:14 | デジタルデトックス: ええええ
1:33:14 | 黒ヌコ: 駄目だよ！！
1:33:14 | shinchem_シンケム: は？
1:33:15 | そとのみち: ひぃいいいｗ
1:33:15 | nagi ya: 死ぬぞマジで……
1:33:15 | rot: アウトー！！！！
1:33:15 | せな: マジで付けないでね
1:33:16 | (Member (1 month)) ちゃこぺん: 気づいた！
1:33:16 | 荒井輝: お前ｗｗｗｗ
1:33:16 | (Member (2 months)) rakugaki 07: あっ　おわった
1:33:16 | ククイ.: やべえやついる
1:33:16 | 睦月": 終わった
1:33:17 | 森の人: あ…
1:33:17 | しゃん: なんのために箸を・・・
1:33:17 | 上雄[かみお]: 鶏肉のトレーはアカン
1:33:17 | 朝霧夕雪: オチが
1:33:17 | 啓介三原: うわああああああ
1:33:17 | a04a905e: やっばｗｗｗｗ
1:33:17 | hal cabbage: は！？！？
1:33:18 | ba mi: アホすぎる
1:33:18 | CONSIGNEE: 鳥は生は駄目なので
1:33:18 | てるる: なに聞いてたん？？？
1:33:18 | Puni丸: 腹壊したいんかw
1:33:18 | 柿ノ字: あっ
1:33:18 | 他南課他朗: ばかやろう
1:33:18 | りむる: あっ
1:33:19 | エンペラードッグタイム: は！？
1:33:19 | karasu858: あああーーーー
1:33:19 | 風祭マキト: あ、、、、
1:33:19 | 南木(ミナキ): あっ
1:33:19 | 雨日_huruhi: うううううううううううううううん
1:33:19 | ひさめ: あっ
1:33:19 | 瀬戸内海: 手遅れでは...?
1:33:19 | ズ・ザインダ: 草
1:33:19 | Lee: 知　っ　て　た
1:33:19 | のんだくれ: あああ
1:33:19 | (Member (1 month)) とりん Torin: あっ
1:33:19 | こんつぶ: え？？？
1:33:19 | ティグ: 終わってる
1:33:19 | こおりすく: ガチトーンになった
1:33:19 | ブブヅケ太郎: あ
1:33:19 | *ゆうき: かんぴろおおおおお
1:33:19 | ラビラビ: 草
1:33:19 | 絹ごし: ここにきてw
1:33:19 | 赤せん: やっちまんってるｗ
1:33:20 | マダオ: 衛生兵！衛生兵！
1:33:20 | Y O U: それはアカン
1:33:20 | サヤ: アカンアカンアカン
1:33:20 | ハーマイオニー・グレンジャー: ダメだこりゃw
1:33:20 | がっちゃ: えっ
1:33:20 | ぱらいそ: ヒエ～
1:33:20 | Nyanma /にゃんま: ？！？！
1:33:20 | あぶら: カンピロバクター感染大丈夫かよ
1:33:20 | ななし: えーなんでじゃない
1:33:20 | くまさんの怒り: おいおい、こいつ死んだわ
1:33:20 | munisu: ておくれ
1:33:20 | ジジ猫: :face-blue-wide-eyes::face-blue-wide-eyes::face-blue-wide-eyes::face-blue-wide-eyes::face-blue-wide-eyes::face-blue-wide-eyes:
1:33:21 | (Member (2 months)) Mani Puleta: 草
1:33:21 | ケチャスラ: どのトレイ使ってる？
1:33:21 | obama: カンピロバクターまっしぐら
1:33:21 | 37.0℃: 椎茸置いてたじゃねぇか
1:33:22 | ニドクイン: それはガチよｗ
1:33:22 | ドデン三式: やばい
1:33:22 | 握り潰し寿司: 美味しい野菜炒め
1:33:22 | 豆鹿: ああああ
1:33:22 | Y16 k9: はあ……
1:33:22 | 夕: えー終わりです
1:33:22 | うなぎたると: アウトー
1:33:22 | 熊工廠: うわああああああああああ
1:33:22 | zen: だからさぁwww
1:33:22 | MiyaSRB Y: でまえいっちよ！
1:33:22 | えうえう: アホすぎるww
1:33:23 | 花村リボン: 衛生観念……
1:33:23 | 寿太狼(じゅたろー): 生肉トレーはマジでやばい
1:33:23 | めーちゃん: 日を通させたのに！
1:33:24 | ペン777: 頭抱えるわ
1:33:24 | 時蕎麦: アウトじゃねえかw
1:33:24 | 橘 都奈[ﾀﾁﾊﾞﾅ ﾐﾔﾅ]: 終わってるな
1:33:24 | たけお: ほんとに危険なのよ
1:33:24 | わっしー: 社、ババアになれ
1:33:25 | ムドハタ: やしろくんの努力は無に帰した
1:33:25 | 琥珀: うわマジかよ…
1:33:25 | ネコゼーマン: 減点です
1:33:25 | yuuzou 013: 箸変えた意味ねーだろww
1:33:25 | (New member) ラビちゃん: 全員アウトー！
1:33:25 | (Member (2 months)) 飯寿司: カンカン
1:33:25 | レバ刺し: 面白過ぎる
1:33:26 | CG echo: ばかだ
1:33:26 | リップルラップル: うわぁ
1:33:26 | み: よく焼いても菜箸変えても意味ないやろ
1:33:26 | Colloid: ギランバレー待ったなし！
1:33:26 | ヤセンスレイヤー: は？
1:33:27 | てん: 場外アウトにならんでえええ
1:33:27 | 舞鶴文夫: 人間か………？
1:33:27 | k I: かなしーみのー
1:33:27 | やなゆはわ: 全てを無に帰す生肉トレー
1:33:27 | 山田太郎: 油断も隙も無いｗ
1:33:27 | ハンゾー: だめだってええええｗ
1:33:27 | s s: 終わったわ・・・
1:33:27 | (New member) * KiO: トレーに付いたらアウト
1:33:27 | ばどえあー: 親の心子知らずみたいな
1:33:27 | カステラ2円: 最後の最後で…
1:33:28 | FIAfia: アウト・・・・
1:33:28 | bmYuki: 死ぬかもしれん
1:33:28 | すたーダスト: 意味なし
1:33:28 | ドラゴン: えっ
1:33:28 | furke: outー－
1:33:28 | げんのじ: 食中毒予防大事
1:33:28 | SASUKE: うわああああああ
1:33:28 | ちょこミント: おいおいおい
1:33:28 | さばさば: またかかるぞ
1:33:28 | Bob: おいおい
1:33:28 | ザキ: 勘弁してよォ！
1:33:28 | (Member (2 months)) rakugaki 07: 全部無駄ww
1:33:29 | 太郎: これまでの配慮が
1:33:29 | 源氏_: アカン…
1:33:29 | milk M: カンピロ
1:33:29 | アズサ【アズにゃん】: 生肉のこわさ舐めすぎなんよ
1:33:29 | ヤタオー: やばすぎるｗ
1:33:29 | たらへる: 蓋もちょっと・・・
1:33:29 | おりべ: 鶏肉はダメだってw
1:33:29 | ヤマナカ: 社さんの努力が…
1:33:29 | ゆってぃ: 鳥のとりあつかいは注意しないと
1:33:30 | トーストエム: 想定外のインシデントやめろ
1:33:30 | イズミ: 草
1:33:30 | k@moku: ｶﾝｶﾝｶﾝ
1:33:30 | ラー油有綱: ？？？！！！！！！！
1:33:30 | ーuー.: 何も理解してねぇ！！
1:33:30 | 瀬戸内海: マネージャーに連絡しておこう
1:33:30 | こらふ: きったねえ蓋ｗｗ
1:33:30 | kitaro: 草
1:33:31 | Eusd: 全部台無しだったｗ
1:33:31 | まいまい: うわぁあああああ
1:33:31 | ナスカ: お箸禁止した意味よw
1:33:31 | スノウ: あん肝のやつでもいいから
1:33:32 | イデックス’: これはワンチャン病院ありますねぇ、
1:33:32 | ワチひろみ: ほんとだよ・・・
1:33:32 | ふくたま: キレｗ
1:33:32 | ニサ: それもさっき生肉当ててただろ
1:33:32 | ナタ: マジでヤバすぎる
1:33:32 | 青っぽい猫チャンネル: 何も理解していなかったｗ
1:33:32 | ぺぐぜ: ほんとに心配だからやめて
1:33:32 | おくラッコ: もっかい焼けｗ
1:33:33 | (Member (1 month)) 佐倉あみ: やしきずの努力が水の泡にw
1:33:33 | パンドラの箱: そのトレーはマジで良くない
1:33:33 | はりえもん: お腹壊さんでね
1:33:33 | a04a905e: よくキレなかったな
1:33:33 | まるまるてぃ: 蓋wwwwww
1:33:33 | ﾘﾝｺﾞｯﾃｵｲｼｲﾖﾈ: あ
1:33:33 | ネコ: なんで火を通したんだよ！！！！
1:33:33 | がっちゃ: 鶏肉は危ないんだよ！！
1:33:33 | てるる: ふう
1:33:33 | karasu858: 期待を裏切るーー
1:33:33 | moe: カンカンカンカン！！
1:33:34 | るん: トレーにのせてるのヤバ。菜箸の直食いNGにした意味ないw
1:33:34 | にひゃくちょめちょめ: やっぱり分かってなかったｗ
1:33:34 | yoko: うわああああああ
1:33:34 | ククイ.: 箸変えるとかそういう次元じゃねえｗ
1:33:34 | カレンMN: ありがとうやしきず
1:33:34 | ほのぼの広場: 加熱の手順何だったんだよw
1:33:34 | Y S: 絶対はらこわすだろこれ。。
1:33:34 | テツP: ずぼらすぎｗ
1:33:34 | わべ: 蓋も生肉にターンしてなかったか？
1:33:34 | 熊野独言: やしきずさんかわいそう
1:33:34 | レモン煮: 明日気をつけて
1:33:35 | zen: その蓋もダメじゃね？
1:33:35 | KEIYA M: 死ぬぞｗ
1:33:35 | REEDEN: これは舞台お休みですね…
1:33:35 | Taison: コトカの腸内細菌めっちゃ強そうｗ
1:33:35 | (New member) 紫軌「しき」: お腹痛くならないでね
1:33:35 | Eusd: うえｗ
1:33:35 | 大黒丸: 蓋も生肉触れてた
1:33:36 | ステファノ: またカンピロバクターになりてえのかぁ！
1:33:36 | ダイツン: 草
1:33:36 | 【】セカンド【】: 最後の最後でw
1:33:36 | さえ(Sae): もう手遅れ
1:33:36 | 白枝乃壁: アアーアアアーアーア
1:33:36 | ほうれん草: その蓋も生肉の上に落としてたような
1:33:37 | びたみん: アーカイブ残るかな..
1:33:37 | 他南課他朗: 死にたいんか
1:33:37 | shin: 台無しで草
1:33:37 | ちゃんばや: その落とし蓋も生肉触れてねぇか？？？？
1:33:37 | ぽたもも: その蓋も鶏肉のってたんだよなあ
1:33:37 | yozora: だいぶ手遅れかもしれないけどまあ･･･
1:33:38 | babicas: 全部アウトｗｗｗｗｗｗｗ
1:33:38 | その辺のしゃちく: それカンピロの上に置いた蓋
1:33:38 | ナツじゅんいち: お
1:33:38 | 森の人: :loudly_crying_face:
1:33:38 | 啓介三原: やしきずの努力が水の泡に…
1:33:38 | 百合原: きっっっ
1:33:38 | ハツハツ: あとで病院いけバカ
1:33:39 | Monet: それも生肉
1:33:40 | すまとら: その蓋も鶏肉が当たってたヤツだろ
1:33:40 | kaede: 鍋も蓋したからなぁｗ
1:33:40 | つべこべ: しばらく配信休みか…
1:33:40 | KOOMAコーマ: 台無し
1:33:40 | Jun: きいてなくて草
1:33:41 | ぱちこ: おわりや
1:33:41 | たつひこ: それも
1:33:41 | 小野寺: 蓋でいい
1:33:41 | ルート7: ローストビーフのタレも入ってるし、まぁ味は大丈夫だろうけど…生肉のトレーはダメよ
1:33:42 | Penguin Suger ぺんしゅが: 生肉はカンピロバクターが怖いから……
1:33:42 | トラビアータ: 教　育
1:33:42 | そとのみち: カンピロ待ったなしｗ
1:33:42 | 靭屋[うつぼや]悗本: ジョジョリオンでちゃうw
1:33:42 | 特売はまち: それも鶏肉押さえてた奴じゃねえの・・・
1:33:43 | 星: トレーは生
1:33:43 | KotaRoo: それ鶏肉触った箸で掴んだだろ
1:33:43 | 1歳: 胃が頑丈であれ！
1:33:44 | (Member (2 months)) ハントヴィクター: カンピロを理解してない
1:33:45 | kazu sato: 潜伏期間が怖いわ
1:33:45 | tsubo tsubo: 添えてただけでよかった
1:33:45 | ソーマ: あんたが勝手に!腹壊すのは勝手だけど　監督責任ってのがこっちにはあるのよ
1:33:45 | スゥスゥ: 蓋も生肉に押し付けてたぞ
1:33:45 | 朝猫黒猫: それだけはやめてくれぇ！！！
1:33:45 | アシスP: 酷使される鍋の蓋
1:33:46 | かまくま: やしろ気づいた
1:33:46 | グリム: 鶏肉はやっべぇの！！
1:33:46 | 夜想: その蓋も生肉押さえてない？
1:33:46 | 宮野陽: やしろの説教は疲れた心に染みるな〜
1:33:47 | こい: よく混ぜた？
1:33:47 | Naki: さんざん言ってたのに
1:33:47 | Ko Ko: 鶏肉のトレイやめて
1:33:47 | ひやろん: 鍋蓋もダメでは？
1:33:47 | godflower: それで生肉に蓋してなかった？
1:33:47 | ポムポムペイン: 鶏肉触った箸がダメなのにトレーはなんでいいと思った…
1:33:47 | ベルギー: おいおいアイツしんだわ
1:33:47 | ヤマカワムラタ: また胃やるぞ
1:33:47 | もしや炒め: それもさっき鶏肉に...
1:33:47 | 沖: ジョジョリオンのババア来てくれ～！！
1:33:47 | つ。: 虫の息になるしんどい
1:33:48 | こらふ: 肉に味してないからな
1:33:48 | ななし: 死にたいんだろうなあ！
1:33:48 | Puni丸: そりゃそうじゃw
